item_name,is_expense,quantity,sum_of_one
Mercedes-Benz,false,2,27
Honda,true,37711,73
Mazda,false,79,48
Mazda,true,1513,8
Ford,true,78,43
Pontiac,true,43807,34
Toyota,true,89586,25
Ford,true,80,30
Toyota,false,04,27
Isuzu,true,845,61
Nissan,false,072,77
Mercedes-Benz,false,651,83
Chrysler,false,54,13
Ford,true,77,93
Pontiac,false,84,49
Ferrari,false,8,41
Buick,true,4,31
Hyundai,false,68,6
Ford,false,633,76
Toyota,true,42,15
Toyota,true,5359,97
Buick,false,369,2
Ford,false,1,42
Mitsubishi,true,3,35
Chevrolet,true,42,64
Lotus,true,2,4
Land Rover,true,8,75
Porsche,false,63,45
Mercedes-Benz,true,34876,35
Infiniti,false,0,22
Porsche,true,45326,12
Mitsubishi,true,0883,98
Plymouth,false,1461,35
Mitsubishi,false,30903,24
Acura,true,17010,21
BMW,true,4819,57
Volvo,true,19,84
Hyundai,false,36,97
Infiniti,false,0626,4
Eagle,true,5,80
Acura,false,5661,71
Chevrolet,true,4,95
Mercedes-Benz,false,31,60
Chevrolet,false,3,34
GMC,true,84430,87
Mercedes-Benz,false,52,100
Ford,false,54494,84
Hyundai,false,9384,28
Oldsmobile,true,465,38
Volvo,false,5,10
Mercedes-Benz,false,118,1
Chevrolet,true,6,43
Morgan,true,61580,43
Pontiac,true,56,58
Ford,true,5670,94
Mazda,true,51,63
Lexus,false,50794,8
Ferrari,true,4,16
Ford,true,258,2
Buick,false,2918,18
Ford,false,43464,35
GMC,true,5766,78
Chrysler,false,99200,88
BMW,false,38179,65
Ford,true,20808,19
Isuzu,false,20969,44
Mazda,true,822,34
Chevrolet,false,87632,18
Acura,false,990,4
Eagle,true,73627,1
Mercedes-Benz,false,6,29
Infiniti,false,7,91
Buick,false,91556,98
Chevrolet,true,832,33
Nissan,true,9608,58
Aston Martin,true,57045,21
Mitsubishi,true,78955,1
Aston Martin,true,58,36
Toyota,false,4,93
Ford,false,6,61
Nissan,true,822,24
BMW,false,6750,66
GMC,true,20105,67
Mercedes-Benz,true,33,34
Honda,true,6114,76
Ford,true,663,51
BMW,false,9710,6
Mitsubishi,false,12,74
Saturn,false,774,95
Plymouth,false,03,38
Mercury,false,8,19
Lexus,true,33,72
Toyota,true,72499,86
BMW,false,015,12
Subaru,false,353,80
Volvo,true,7409,10
Nissan,false,2,19
Mercury,false,97238,75
Audi,true,9,72
Volkswagen,false,18,79
GMC,true,0769,50
Bentley,false,2,35
Mazda,false,1,29
Mitsubishi,true,813,73
Chevrolet,false,3301,61
Chevrolet,true,12857,54
Dodge,true,1,7
Subaru,true,2687,3
Mercury,true,50,68
Buick,true,962,50
Nissan,true,338,56
Saab,true,52096,45
Ford,true,3470,54
Mazda,false,926,11
Dodge,true,3506,66
Chrysler,false,86,86
Mitsubishi,true,45,81
Maserati,false,91,61
Lincoln,false,5,37
Lexus,true,557,66
Mazda,true,93,70
Tesla,true,66,43
Chevrolet,true,03264,53
Lotus,false,10,3
Audi,true,0,22
Honda,true,302,7
Pontiac,true,64,78
GMC,false,9,26
Mazda,true,4828,97
Audi,true,38612,83
Isuzu,false,55,82
Chevrolet,false,6995,87
Plymouth,false,8062,5
Mitsubishi,false,08,54
Mitsubishi,true,5,33
Mazda,true,3,66
Volvo,false,22338,28
Chrysler,false,0899,68
Jeep,true,69,71
Pontiac,false,3,46
Mercury,false,2,46
Kia,false,9,73
Ford,false,5,29
Ford,false,46,69
BMW,true,1,70
Infiniti,true,21173,32
GMC,false,6980,48
BMW,false,7838,93
Chevrolet,false,194,34
Bentley,false,92,81
Nissan,false,438,90
Porsche,true,3821,44
Kia,true,9,6
Volvo,true,58162,38
Dodge,false,14,92
GMC,true,361,73
Toyota,false,2521,2
Suzuki,false,63,97
Mercedes-Benz,false,0,3
Dodge,true,963,11
Hyundai,false,10715,98
Mercedes-Benz,true,367,43
BMW,true,95660,94
Ford,true,04526,67
Mitsubishi,false,1,67
Ford,true,39,71
Hyundai,true,53,37
Mitsubishi,false,555,69
Pontiac,false,17,39
BMW,true,45417,96
Volkswagen,false,1802,56
BMW,true,937,58
Dodge,false,3,32
Saturn,false,7,92
Audi,false,1,30
Ford,false,864,80
BMW,false,903,52
Hyundai,true,4,17
Volkswagen,true,668,44
Dodge,true,91790,42
Mazda,true,452,81
Daewoo,true,2,8
Bentley,false,54677,77
Chrysler,true,51,9
Mazda,false,201,18
Nissan,true,0,34
Mazda,false,4,56
Mercedes-Benz,true,6740,8
Subaru,true,1,57
Maybach,false,723,31
Nissan,false,733,34
Chevrolet,false,06,28
Pontiac,false,4,50
Kia,true,69,93
Audi,true,3,13
Jaguar,false,2,68
Chevrolet,false,25,3
Mitsubishi,true,936,98
Suzuki,false,4700,23
Dodge,true,05,19
Kia,false,223,24
Toyota,false,0,70
Aston Martin,true,20,8
Mercury,true,62339,25
GMC,false,06135,30
Toyota,false,23,84
Mitsubishi,true,2,67
Toyota,false,773,79
Mitsubishi,false,950,76
Toyota,false,41,94
Mazda,true,15605,95
Nissan,false,10984,56
Nissan,false,0835,4
Honda,false,14,46
Chevrolet,false,5,37
Buick,true,938,4
Lotus,true,8,8
Subaru,true,0,14
Bentley,false,5,45
Toyota,false,84,16
Volkswagen,false,5315,61
Cadillac,false,66568,49
Nissan,true,9,45
Chevrolet,false,95635,74
Honda,false,6,3
Mercedes-Benz,false,15189,57
Nissan,false,78,70
Lexus,false,4143,90
Mazda,true,352,80
Mitsubishi,false,1566,62
Toyota,true,988,94
Mercury,false,239,99
Mitsubishi,true,43904,17
Chevrolet,false,5194,90
Chevrolet,false,6486,81
Hyundai,false,97158,17
Jaguar,false,623,65
Buick,false,87,57
Audi,false,0406,33
Oldsmobile,true,5,85
Infiniti,true,589,52
Lexus,false,29246,69
Volkswagen,true,43838,30
Volvo,false,47,52
Mitsubishi,false,9,94
Jeep,false,61,29
Maserati,false,1,5
Lexus,true,409,59
Chrysler,false,7597,40
Ford,false,9,83
Daewoo,true,19,96
GMC,true,80,25
Toyota,false,7,89
Jeep,true,7192,65
Lexus,false,1,64
Chevrolet,false,83,16
Mitsubishi,false,557,35
Jaguar,true,150,96
Lincoln,false,5,11
Chrysler,false,63773,90
GMC,false,6,4
GMC,true,8077,96
Mitsubishi,false,4568,85
Lexus,true,35317,34
Nissan,true,1254,82
Mercedes-Benz,true,862,2
Jaguar,true,72752,77
Suzuki,false,54,82
Dodge,false,2267,16
Chevrolet,true,5,52
Mercedes-Benz,false,2,50
Audi,true,47,43
Chevrolet,true,4666,6
Buick,false,800,26
Mitsubishi,false,6187,9
Ford,false,07,51
Kia,false,01,37
Ford,true,85,57
Ram,false,5969,46
BMW,false,59495,16
Saab,true,88369,72
Isuzu,true,961,70
Buick,false,7472,97
Infiniti,false,11,38
Toyota,true,3863,33
Mazda,true,4974,24
Volkswagen,false,29,68
Toyota,false,7552,2
Buick,false,708,55
Lexus,true,52455,5
Mercedes-Benz,true,8653,47
Chevrolet,true,97501,99
Chevrolet,true,77900,72
Chevrolet,true,1372,99
Volkswagen,true,2778,29
Chevrolet,false,7,44
Bentley,false,91290,69
Dodge,true,3310,31
Subaru,false,0,99
Hyundai,false,8,24
Mitsubishi,false,058,20
Ferrari,false,93,59
Ford,true,9378,66
Pontiac,false,1032,78
Nissan,false,06736,97
Pontiac,false,85362,82
Isuzu,true,984,39
Ford,false,23,9
Porsche,false,62,61
Honda,false,920,62
Mercury,false,7243,84
Chevrolet,false,1312,8
Pontiac,false,51,91
Toyota,false,8,59
Mercedes-Benz,true,540,82
Pontiac,false,1,85
Hyundai,true,9685,81
BMW,false,027,45
Volkswagen,true,30934,47
Audi,false,85579,63
Ford,false,903,52
Pontiac,true,218,48
Nissan,false,786,4
Jaguar,true,9,22
Honda,false,431,74
Toyota,true,3,73
Jeep,false,9,57
Infiniti,false,1886,27
Mitsubishi,true,73003,50
Volkswagen,false,8,4
Honda,false,06838,70
Hyundai,false,03,45
Ford,false,6671,41
Suzuki,true,23,19
Mitsubishi,false,5,31
Chevrolet,true,1854,22
Cadillac,true,8673,4
Rolls-Royce,true,6014,38
Audi,false,63862,57
Hyundai,false,2129,54
Hyundai,true,5,96
BMW,false,601,39
Nissan,true,6971,8
Mazda,false,8,39
Ford,false,762,76
Mercury,true,19,57
Chevrolet,false,6,46
Isuzu,false,7,52
Pontiac,false,001,46
Toyota,true,768,54
Kia,true,4,72
Toyota,false,4,54
Jaguar,true,05,43
Ford,true,5,19
Chevrolet,true,99,29
Dodge,false,9165,80
Porsche,true,222,74
Mercedes-Benz,false,496,35
Volkswagen,true,8348,10
Ford,true,10451,68
Ford,false,76,32
Plymouth,true,58,91
Mitsubishi,false,20,4
Toyota,true,2,32
Aston Martin,true,52,38
Dodge,false,47790,79
Dodge,false,46,74
Audi,false,5284,79
Dodge,true,87,66
Oldsmobile,true,76228,63
Ford,false,4697,45
BMW,false,472,60
Eagle,false,96,77
Mercury,false,5845,58
Chevrolet,true,95,61
Nissan,true,1723,34
Jaguar,true,2365,79
BMW,false,68235,82
GMC,true,3253,22
Mercedes-Benz,false,24027,56
Toyota,true,839,70
Chevrolet,true,2883,87
Ford,true,9912,3
Pontiac,true,143,22
Dodge,false,3542,52
Mazda,true,700,77
Chevrolet,false,649,31
Nissan,false,71,52
Chevrolet,false,63,66
Mercury,false,0,24
Nissan,false,1765,97
Cadillac,true,96691,61
GMC,false,5813,37
Suzuki,true,14,51
Oldsmobile,true,79758,6
Hyundai,false,37,79
Lotus,false,2,56
Nissan,true,40940,99
Chevrolet,true,90604,4
BMW,false,3,61
Mitsubishi,true,33976,83
BMW,true,376,2
Audi,true,35,54
Nissan,false,26056,18
Toyota,false,63,24
Dodge,false,037,36
Infiniti,false,5,53
Honda,true,383,79
Toyota,true,404,74
Porsche,true,0,13
Mitsubishi,false,0460,71
BMW,true,392,80
Hummer,false,9,33
Mazda,true,273,65
Nissan,true,3613,75
Chevrolet,false,6,38
Mercury,false,743,62
Ford,false,5157,2
Honda,true,47719,6
Isuzu,false,93,66
Mercury,false,1905,98
Scion,true,79018,62
Kia,false,1,62
Audi,true,959,29
Mercury,true,47,80
Buick,true,8987,23
Chevrolet,true,8,6
Mercedes-Benz,false,943,12
Toyota,true,1,86
Porsche,true,38,34
GMC,false,12,4
Mazda,false,122,40
GMC,false,483,2
Acura,true,8567,45
Hyundai,true,3,11
Volkswagen,true,826,29
Nissan,false,674,29
Dodge,true,1839,19
Chevrolet,true,05565,22
Chevrolet,true,8607,5
Jaguar,false,63,36
Chrysler,false,6473,10
Subaru,true,79,8
Pontiac,true,0,8
Toyota,false,64465,7
Ford,true,49732,65
Acura,false,6,32
Acura,true,58,89
Plymouth,true,342,33
GMC,false,076,21
Buick,false,79215,34
Chevrolet,true,469,92
Dodge,true,5,46
Volvo,true,1,59
GMC,true,31,63
GMC,true,60495,100
Chevrolet,false,73757,9
Plymouth,false,9341,17
Hyundai,true,3477,48
Ford,true,6435,18
Dodge,false,0,61
Acura,true,0,74
Toyota,true,8866,40
Porsche,true,75,85
Chevrolet,true,094,4
Lamborghini,true,343,25
Mercury,false,2669,28
Volkswagen,false,0,83
Volkswagen,false,2,90
Maserati,false,868,79
Ford,false,574,99
Suzuki,true,0,14
Cadillac,true,508,15
GMC,true,400,81
Chrysler,true,571,58
Chevrolet,true,971,35
Honda,true,83,72
GMC,true,62,75
Mitsubishi,true,49176,13
Mazda,true,53,53
Ford,true,75,77
GMC,false,2,86
Toyota,false,413,72
Honda,true,42355,36
BMW,true,571,87
GMC,false,4315,84
Subaru,true,25,65
Saturn,true,2431,48
Ford,false,25583,98
Dodge,true,31,36
Volvo,true,3236,43
Plymouth,true,62617,39
Pontiac,true,0,7
Chevrolet,true,47172,34
Dodge,true,3,56
Ford,true,9,46
Lincoln,false,329,74
Chevrolet,false,0,66
Chevrolet,true,98,4
Pontiac,false,4,33
Mercury,false,8,21
Mercedes-Benz,true,62867,18
Honda,true,5316,85
Mazda,false,0861,4
Plymouth,true,33,20
Dodge,true,0055,82
Ford,false,2039,12
Lamborghini,false,80,89
Dodge,false,8434,3
Audi,true,6,29
Honda,false,7311,18
Audi,true,12,37
Lexus,true,64636,39
Land Rover,false,30457,23
Mercedes-Benz,true,47,12
Pontiac,false,8,56
GMC,true,560,61
Ferrari,false,95074,18
Dodge,true,852,53
Mazda,true,09913,67
Chevrolet,false,8,51
Pontiac,false,55,86
Jaguar,false,0076,75
Oldsmobile,true,078,67
Volkswagen,true,06653,22
Mitsubishi,true,5201,22
Dodge,true,51,26
Lexus,true,17646,58
GMC,true,554,55
Ford,false,03597,36
Mazda,false,40576,40
Dodge,true,53,5
Suzuki,true,70,39
Dodge,false,90363,41
Oldsmobile,true,78,7
Volvo,false,2893,39
Nissan,false,18260,19
Buick,false,91,39
Pontiac,true,5,27
Chrysler,true,876,14
Dodge,true,4845,13
Ford,false,9960,7
GMC,false,0,100
Chevrolet,true,765,78
Acura,false,8153,47
GMC,true,2,37
Ford,true,1268,57
Lotus,true,8983,12
Hyundai,true,23673,88
Saab,false,978,47
Hyundai,true,89956,62
Mitsubishi,true,42024,86
Mercury,true,3328,67
Cadillac,true,641,73
Volkswagen,false,55,96
Toyota,true,96453,60
Toyota,false,3,84
Aptera,true,4,35
Ford,true,131,26
Mitsubishi,false,4,36
Audi,true,96164,78
Jeep,false,88,91
BMW,true,3450,53
Nissan,false,72974,8
Subaru,false,32358,50
Jeep,true,4,32
Mercury,true,058,69
Chevrolet,false,50729,5
BMW,false,4012,71
Mercedes-Benz,false,764,69
Chevrolet,true,3653,70
Oldsmobile,false,9,87
Ford,true,67,28
BMW,false,39,33
Chevrolet,true,9792,69
Toyota,false,63411,82
Audi,true,45,90
Nissan,false,956,38
Mazda,false,54608,87
Acura,false,892,86
Saab,false,17145,72
Mercedes-Benz,true,3617,40
Ford,true,85939,83
Volvo,true,6,53
Lexus,true,30051,83
Mitsubishi,false,2851,21
BMW,true,30981,70
Kia,true,8,22
Ford,false,1,38
Chevrolet,true,58347,19
Nissan,true,21,55
GMC,true,46,54
Jaguar,false,39688,24
Ford,true,4,9
Acura,true,561,30
Chevrolet,true,22358,45
Studebaker,true,1183,98
Mercedes-Benz,true,149,28
Chevrolet,false,24662,39
Pontiac,true,0713,91
Mazda,false,6430,92
Chrysler,true,38,1
Nissan,true,93999,40
Pontiac,true,0423,16
Oldsmobile,false,69,88
Pontiac,true,17,22
Honda,true,0,83
Mazda,false,530,57
Isuzu,false,8,55
Kia,false,717,1
MINI,false,22208,25
Cadillac,true,97106,81
Mercury,true,122,45
Ford,true,946,69
Cadillac,false,7228,27
Mitsubishi,false,29,68
Pontiac,false,6984,51
Pontiac,true,72,18
GMC,true,7921,63
Geo,false,97739,56
Hyundai,false,0,79
Chrysler,true,90140,61
Volkswagen,false,4,88
Ford,false,0850,5
Saturn,false,67,22
Pontiac,true,80482,17
Cadillac,true,315,54
Audi,false,1,37
Mazda,true,154,15
Lincoln,false,9244,95
Mercedes-Benz,false,7570,2
Infiniti,false,794,39
Mazda,true,83705,40
BMW,true,1,59
Mercury,true,4325,12
Ford,false,7232,2
Volvo,false,99348,26
Chevrolet,false,95845,65
Smart,true,13305,93
Eagle,true,372,11
Mercedes-Benz,true,45309,96
Chrysler,true,0324,95
Dodge,true,6702,47
GMC,true,9,15
Mercedes-Benz,true,234,5
Audi,true,3268,7
Lexus,false,8641,5
Toyota,false,6,13
Dodge,false,7,54
Volkswagen,true,0,52
Nissan,true,5681,40
GMC,true,892,55
Subaru,false,128,14
Oldsmobile,true,1798,6
Pontiac,true,2806,95
Buick,true,9466,44
Isuzu,false,49261,49
Chrysler,true,08891,19
Volkswagen,true,1835,36
Chevrolet,false,53,16
Infiniti,false,57,16
Ford,false,29,45
Mercedes-Benz,true,14,5
Ford,false,41153,83
Lexus,false,804,17
Nissan,true,45,92
Mitsubishi,true,46,59
Lincoln,false,3695,68
Bugatti,false,1,58
Pontiac,true,56513,73
Lotus,true,9,36
Chevrolet,false,55553,58
Ford,true,35703,34
Pontiac,false,23869,81
Ford,true,50,30
Saab,true,5,41
Toyota,true,3011,4
BMW,false,1453,85
Hyundai,false,13133,51
Subaru,false,66,3
Audi,true,505,16
Volkswagen,true,682,13
Maserati,false,23735,10
BMW,true,07,52
Jaguar,false,8,26
Land Rover,true,9,62
Mercedes-Benz,false,5636,50
Mitsubishi,false,54024,76
Volkswagen,false,06500,85
Dodge,false,17,61
Mercedes-Benz,true,8,2
Chevrolet,true,3991,9
Volvo,false,6641,25
Mercedes-Benz,false,9088,85
Nissan,false,79961,72
Dodge,true,1675,81
Mazda,false,26,60
Toyota,false,33386,31
Buick,true,8,39
GMC,true,59,12
Dodge,true,837,71
Bentley,true,15,66
Mitsubishi,false,567,63
Mercedes-Benz,false,974,6
Toyota,false,8,96
Chevrolet,true,766,4
Toyota,false,33,75
GMC,false,85704,16
Chevrolet,true,086,49
Porsche,true,926,97
Lotus,false,699,48
Mazda,false,01469,94
Maserati,true,36,37
GMC,false,64268,61
Toyota,true,05855,1
Nissan,false,08,37
Mitsubishi,false,09455,97
Mazda,false,77347,62
BMW,true,9659,84
Acura,false,14,46
Nissan,true,76891,77
Mitsubishi,true,37,24
Toyota,false,6739,1
Mazda,false,51480,22
Buick,true,92,89
Mazda,false,8,76
Lotus,true,299,64
Audi,false,2,12
Honda,false,36,44
Chevrolet,true,1518,77
Acura,false,7,73
Ford,true,140,83
Chevrolet,true,8,5
Ford,true,8,16
Lexus,true,09,65
Ford,false,9,59
Mercury,true,487,56
Hyundai,true,22,12
Alfa Romeo,false,22363,70
Land Rover,true,61868,73
Saab,false,88476,95
Porsche,false,7922,64
Pontiac,false,0317,96
Toyota,true,501,90
Chevrolet,false,850,69
Toyota,false,07692,2
GMC,true,4415,56
Dodge,true,31968,52
Nissan,false,5273,67
Ford,false,95,28
Pontiac,false,071,34
GMC,true,5,100
Ford,false,12,55
Dodge,false,57850,20
Mazda,false,481,86
Ford,false,2245,20
Honda,false,235,42
Dodge,false,7,4
Pontiac,false,74,34
Chevrolet,false,6812,60
Chevrolet,false,8,32
Buick,false,828,94
Pontiac,true,77383,11
Ford,false,7465,66
Volvo,true,98244,40
Mazda,false,449,61
Hyundai,false,07,62
Honda,false,75260,25
Nissan,true,62471,56
Ford,false,03,54
Honda,false,4,96
Lincoln,true,66,17
Maybach,true,8,88
Lamborghini,false,44867,36
Porsche,true,0323,70
Ford,false,16,34
Honda,true,592,74
Dodge,false,0,86
Dodge,true,971,37
Lexus,true,4,19
Jeep,false,050,94
Plymouth,false,17173,73
Land Rover,true,880,77
Lexus,false,9,30
Lexus,true,7800,16
Mazda,true,76187,29
Ferrari,false,73613,79
Dodge,true,3926,80
Buick,true,943,47
Chevrolet,false,999,43
Mitsubishi,false,35,50
Suzuki,false,8,60
Acura,false,4,21
Plymouth,true,56,13
Chevrolet,true,34,56
Pontiac,true,63,80
Subaru,true,240,95
Honda,false,641,47
Lexus,true,9,75
Pontiac,true,0061,35
Ford,true,52,36
Plymouth,true,7905,3
Toyota,false,9,48
Pontiac,true,0,88
Ford,true,8,89
Dodge,true,8985,57
Mazda,true,04419,24
Land Rover,true,241,34
Volkswagen,true,677,83
Volkswagen,true,64469,13
Mazda,false,7,4
Bentley,false,96,73
Volkswagen,true,86,74
Hyundai,false,49,20
Mercury,false,6242,90
Chevrolet,true,77,31
Ford,true,495,53
GMC,false,362,45
Audi,false,199,9
Eagle,true,00,67
Cadillac,false,2,48
Infiniti,false,5508,57
Audi,true,035,2
Volkswagen,false,4,81
Toyota,true,5,77
Subaru,true,9108,37
BMW,false,90295,50
Eagle,true,5817,97
Suzuki,true,644,78
Mercedes-Benz,false,324,88
Toyota,false,323,14
Toyota,true,97,5
Toyota,false,43,80
Kia,false,52424,2
Volkswagen,true,593,39
Maybach,false,1815,21
Mercury,false,341,91
Toyota,false,09,93
Saab,true,30,38
Hyundai,true,6,63
Isuzu,false,77140,98
Lincoln,true,10230,49
Ford,true,7,67
GMC,true,53,52
Mercury,false,62,27
Dodge,true,89655,72
Dodge,false,442,16
GMC,false,47,5
Pontiac,true,559,25
Lincoln,true,50,48
Volvo,false,821,8
Saab,true,29,19
Chevrolet,true,21868,67
BMW,false,7,43
Ford,false,3,67
Ford,true,0942,55
Volvo,false,197,19
Mercedes-Benz,true,69,87
GMC,true,88,12
Ford,true,95948,97
Chevrolet,false,36675,42
Mitsubishi,false,6562,75
Saab,true,78096,62
Ferrari,false,54,22
Buick,false,18,81
Ford,false,2,31
Chevrolet,false,3,76
Suzuki,true,011,61
Hummer,true,8785,22
Ford,true,24,3
Maserati,false,33,29
Lincoln,true,066,89
Nissan,false,8088,6
Scion,true,3,55
Ford,true,57,68
Buick,true,8576,96
BMW,true,356,31
Dodge,false,4724,37
BMW,true,093,7
Chrysler,true,18201,51
Toyota,false,5,17
GMC,true,989,49
Pontiac,true,04,90
Mercedes-Benz,false,983,41
Land Rover,true,3,44
Mercury,true,8,47
Nissan,false,6,62
Cadillac,false,564,28
Acura,false,6294,52
GMC,true,674,79
Land Rover,true,904,26
Volkswagen,false,20,53
Ford,false,4958,56
Infiniti,true,7,38
GMC,true,8482,93
Chevrolet,true,6311,1
Chrysler,false,8663,64
Saab,false,86,50
Volkswagen,true,376,27
Mitsubishi,true,8,80
Dodge,true,50698,54
